fecha,item_id,nombre_item,categoria,unidad_medida,ocupacion_familias,stock_inicio,ingreso_stock,consumo_real,stock_fin,consumo_estimado_7d,consumo_estimado_14d,dias_cobertura,stock_critico_7d,stock_critico_14d
2025-05-21,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,52,60.5,0.0,5.0,55.5,33.6,67.2,11.56,0.0,0.0
2025-05-22,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,50,55.5,0.0,5.7,49.8,34.7,69.4,10.05,0.0,0.0
2025-05-23,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,49,49.8,0.0,4.3,45.5,32.9,65.8,9.68,0.0,0.0
2025-05-24,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,48,45.5,0.0,5.0,40.5,33.1,66.2,8.56,0.0,0.0
2025-05-25,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,51,40.5,0.0,6.2,34.3,35.4,70.8,6.78,0.0,0.0
2025-05-26,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,53,128.8,94.5,5.4,123.4,35.6,71.2,24.26,0.0,0.0
2025-05-27,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,50,123.4,0.0,4.4,119.0,36.0,72.0,23.14,0.0,0.0
2025-05-28,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,48,119.0,0.0,4.0,115.0,35.0,70.0,23.0,0.0,0.0
2025-05-29,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,49,115.0,0.0,4.1,110.9,33.4,66.8,23.24,0.0,0.0
2025-05-30,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,46,110.9,0.0,3.3,107.6,32.4,64.8,23.25,0.0,0.0
2025-05-31,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,46,107.6,0.0,4.1,103.5,31.5,63.0,23.0,0.0,0.0
2025-06-01,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,48,103.5,0.0,5.2,98.3,30.5,61.0,22.56,0.0,0.0
2025-06-02,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,47,98.3,0.0,3.9,94.4,29.0,58.0,22.79,0.0,0.0
2025-06-03,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,47,94.4,0.0,3.7,90.7,28.3,56.6,22.43,0.0,0.0
2025-06-04,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,49,90.7,0.0,3.5,87.2,27.8,55.6,21.96,0.0,0.0
2025-06-05,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,48,87.2,0.0,4.4,82.8,28.1,56.2,20.63,0.0,0.0
2025-06-06,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,50,82.8,0.0,4.5,78.3,29.3,58.6,18.71,0.0,0.0
2025-06-07,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,50,78.3,0.0,4.7,73.6,29.9,59.8,17.23,0.0,0.0
2025-06-08,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,50,73.6,0.0,4.8,68.8,29.5,59.0,16.33,0.0,0.0
2025-06-09,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,51,68.8,0.0,5.2,63.6,30.8,61.6,14.45,0.0,0.0
2025-06-10,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,51,63.6,0.0,4.0,59.6,31.1,62.2,13.41,0.0,0.0
2025-06-11,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,50,59.6,0.0,4.4,55.2,32.0,64.0,12.08,0.0,0.0
2025-06-12,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,48,55.2,0.0,3.0,52.2,30.6,61.2,11.94,0.0,0.0
2025-06-13,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,51,52.2,0.0,3.7,48.5,29.8,59.6,11.39,0.0,0.0
2025-06-14,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,52,48.5,0.0,6.1,42.4,31.2,62.4,9.51,0.0,0.0
2025-06-15,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,51,42.4,0.0,4.8,37.6,31.2,62.4,8.44,0.0,0.0
2025-06-16,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,49,37.6,0.0,6.3,31.3,32.3,64.6,6.78,0.0,0.0
2025-06-17,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,47,31.3,0.0,3.2,28.1,31.5,63.0,6.24,0.0,0.0
2025-06-18,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,49,129.6,101.5,6.4,123.2,33.5,67.0,25.74,0.0,0.0
2025-06-19,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,47,123.2,0.0,3.6,119.6,34.1,68.2,24.55,0.0,0.0
2025-06-20,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,48,119.6,0.0,5.5,114.1,35.9,71.8,22.25,0.0,0.0
2025-06-21,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,48,114.1,0.0,4.7,109.4,34.5,69.0,22.2,0.0,0.0
2025-06-22,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,47,109.4,0.0,5.0,104.4,34.7,69.4,21.06,0.0,0.0
2025-06-23,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,48,104.4,0.0,5.5,98.9,33.9,67.8,20.42,0.0,0.0
2025-06-24,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,46,98.9,0.0,3.9,95.0,34.6,69.2,19.22,0.0,0.0
2025-06-25,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,45,95.0,0.0,4.2,90.8,32.4,64.8,19.62,0.0,0.0
2025-06-26,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,47,90.8,0.0,3.6,87.2,32.4,64.8,18.84,0.0,0.0
2025-06-27,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,47,87.2,0.0,5.1,82.1,32.0,64.0,17.96,0.0,0.0
2025-06-28,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,48,82.1,0.0,4.4,77.7,31.7,63.4,17.16,0.0,0.0
2025-06-29,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,45,77.7,0.0,4.1,73.6,30.8,61.6,16.73,0.0,0.0
2025-06-30,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,46,73.6,0.0,4.0,69.6,29.3,58.6,16.63,0.0,0.0
2025-07-01,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,43,69.6,0.0,4.1,65.5,29.5,59.0,15.54,0.0,0.0
2025-07-02,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,45,65.5,0.0,3.7,61.8,29.0,58.0,14.92,0.0,0.0
2025-07-03,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,46,61.8,0.0,3.8,58.0,29.2,58.4,13.9,0.0,0.0
2025-07-04,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,44,58.0,0.0,4.8,53.2,28.9,57.8,12.89,0.0,0.0
2025-07-05,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,47,53.2,0.0,5.4,47.8,29.9,59.8,11.19,0.0,0.0
2025-07-06,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,49,47.8,0.0,3.6,44.2,29.4,58.8,10.52,0.0,0.0
2025-07-07,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,49,44.2,0.0,4.0,40.2,29.4,58.8,9.57,0.0,0.0
2025-07-08,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,49,40.2,0.0,4.6,35.6,29.9,59.8,8.33,0.0,0.0
2025-07-09,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,49,35.6,0.0,4.9,30.7,31.1,62.2,6.91,0.0,0.0
2025-07-10,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,48,132.9,102.2,4.8,128.1,32.1,64.2,27.93,0.0,0.0
2025-07-11,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,46,128.1,0.0,4.5,123.6,31.8,63.6,27.21,0.0,0.0
2025-07-12,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,45,123.6,0.0,5.8,117.8,32.2,64.4,25.61,0.0,0.0
2025-07-13,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,44,117.8,0.0,4.5,113.3,33.1,66.2,23.96,0.0,0.0
2025-07-14,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,44,113.3,0.0,4.5,108.8,33.6,67.2,22.67,0.0,0.0
2025-07-15,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,44,108.8,0.0,3.1,105.7,32.1,64.2,23.05,0.0,0.0
2025-07-16,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,46,105.7,0.0,3.8,101.9,31.0,62.0,23.01,0.0,0.0
2025-07-17,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,47,101.9,0.0,4.2,97.7,30.4,60.8,22.5,0.0,0.0
2025-07-18,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,46,97.7,0.0,4.2,93.5,30.1,60.2,21.74,0.0,0.0
2025-07-19,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,47,93.5,0.0,4.9,88.6,29.2,58.4,21.24,0.0,0.0
2025-07-20,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,47,88.6,0.0,4.9,83.7,29.6,59.2,19.79,0.0,0.0
2025-07-21,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,46,83.7,0.0,3.5,80.2,28.6,57.2,19.63,0.0,0.0
2025-07-22,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,45,80.2,0.0,4.7,75.5,30.2,60.4,17.5,0.0,0.0
2025-07-23,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,43,75.5,0.0,3.8,71.7,30.2,60.4,16.62,0.0,0.0
2025-07-24,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,43,71.7,0.0,5.2,66.5,31.2,62.4,14.92,0.0,0.0
2025-07-25,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,44,66.5,0.0,5.4,61.1,32.4,64.8,13.2,0.0,0.0
2025-07-26,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,41,61.1,0.0,4.1,57.0,31.6,63.2,12.63,0.0,0.0
2025-07-27,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,41,57.0,0.0,4.3,52.7,31.0,62.0,11.9,0.0,0.0
2025-07-28,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,43,52.7,0.0,3.6,49.1,31.1,62.2,11.05,0.0,0.0
2025-07-29,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,45,49.1,0.0,4.3,44.8,30.7,61.4,10.21,0.0,0.0
2025-07-30,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,48,44.8,0.0,5.1,39.7,32.0,64.0,8.68,0.0,0.0
2025-07-31,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,48,39.7,0.0,5.9,33.8,32.7,65.4,7.24,0.0,0.0
2025-08-01,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,47,33.8,0.0,4.2,29.6,31.5,63.0,6.58,0.0,0.0
2025-08-02,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,47,130.5,100.9,3.3,127.2,30.7,61.4,29.0,0.0,0.0
2025-08-03,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,48,127.2,0.0,4.4,122.8,30.8,61.6,27.91,0.0,0.0
2025-08-04,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,47,122.8,0.0,4.0,118.8,31.2,62.4,26.65,0.0,0.0
2025-08-05,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,45,118.8,0.0,4.3,114.5,31.2,62.4,25.69,0.0,0.0
2025-08-06,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,42,114.5,0.0,3.6,110.9,29.7,59.4,26.14,0.0,0.0
2025-08-07,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,42,110.9,0.0,4.0,106.9,27.8,55.6,26.92,0.0,0.0
2025-08-08,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,43,106.9,0.0,3.9,103.0,27.5,55.0,26.22,0.0,0.0
2025-08-09,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,41,103.0,0.0,4.5,98.5,28.7,57.4,24.02,0.0,0.0
2025-08-10,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,43,98.5,0.0,4.3,94.2,28.6,57.2,23.06,0.0,0.0
2025-08-11,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,44,94.2,0.0,4.0,90.2,28.6,57.2,22.08,0.0,0.0
2025-08-12,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,41,90.2,0.0,3.3,86.9,27.6,55.2,22.04,0.0,0.0
2025-08-13,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,44,86.9,0.0,3.5,83.4,27.5,55.0,21.23,0.0,0.0
2025-08-14,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,45,83.4,0.0,3.9,79.5,27.4,54.8,20.31,0.0,0.0
2025-08-15,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,46,79.5,0.0,5.3,74.2,28.8,57.6,18.03,0.0,0.0
2025-08-16,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,44,74.2,0.0,4.0,70.2,28.3,56.6,17.36,0.0,0.0
2025-08-17,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,46,70.2,0.0,3.6,66.6,27.6,55.2,16.89,0.0,0.0
2025-08-18,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,47,66.6,0.0,4.3,62.3,27.9,55.8,15.63,0.0,0.0
2025-08-19,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,45,62.3,0.0,4.6,57.7,29.2,58.4,13.83,0.0,0.0
2025-08-20,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,42,57.7,0.0,3.4,54.3,29.1,58.2,13.06,0.0,0.0
2025-08-21,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,42,54.3,0.0,4.2,50.1,29.4,58.8,11.93,0.0,0.0
2025-08-22,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,44,50.1,0.0,4.3,45.8,28.4,56.8,11.29,0.0,0.0
2025-08-23,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,43,45.8,0.0,3.2,42.6,27.6,55.2,10.8,0.0,0.0
2025-08-24,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,43,42.6,0.0,5.3,37.3,29.3,58.6,8.91,0.0,0.0
2025-08-25,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,44,37.3,0.0,4.4,32.9,29.4,58.8,7.83,0.0,0.0
2025-08-26,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,46,32.9,0.0,4.6,28.3,29.4,58.8,6.74,0.0,0.0
2025-08-27,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,43,132.5,104.2,3.8,128.7,29.8,59.6,30.23,0.0,0.0
2025-08-28,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,41,128.7,0.0,4.3,124.4,29.9,59.8,29.12,0.0,0.0
2025-08-29,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,40,124.4,0.0,2.5,121.9,28.1,56.2,30.37,0.0,0.0
2025-08-30,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,38,121.9,0.0,4.3,117.6,29.2,58.4,28.19,0.0,0.0
2025-08-31,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,37,117.6,0.0,3.4,114.2,27.3,54.6,29.28,0.0,0.0
2025-09-01,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,40,114.2,0.0,4.1,110.1,27.0,54.0,28.54,0.0,0.0
2025-09-02,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,39,110.1,0.0,2.6,107.5,25.0,50.0,30.1,0.0,0.0
2025-09-03,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,39,107.5,0.0,3.9,103.6,25.1,50.2,28.89,0.0,0.0
2025-09-04,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,38,103.6,0.0,3.0,100.6,23.8,47.6,29.59,0.0,0.0
2025-09-05,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,38,100.6,0.0,4.2,96.4,25.5,51.0,26.46,0.0,0.0
2025-09-06,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,39,96.4,0.0,3.0,93.4,24.2,48.4,27.02,0.0,0.0
2025-09-07,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,40,93.4,0.0,3.9,89.5,24.7,49.4,25.36,0.0,0.0
2025-09-08,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,40,89.5,0.0,3.5,86.0,24.1,48.2,24.98,0.0,0.0
2025-09-09,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,41,86.0,0.0,2.9,83.1,24.4,48.8,23.84,0.0,0.0
2025-09-10,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,40,83.1,0.0,2.6,80.5,23.1,46.2,24.39,0.0,0.0
2025-09-11,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,39,80.5,0.0,3.4,77.1,23.5,47.0,22.97,0.0,0.0
2025-09-12,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,40,77.1,0.0,3.8,73.3,23.1,46.2,22.21,0.0,0.0
2025-09-13,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,38,73.3,0.0,3.1,70.2,23.2,46.4,21.18,0.0,0.0
2025-09-14,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,42,70.2,0.0,4.8,65.4,24.1,48.2,19.0,0.0,0.0
2025-09-15,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,43,65.4,0.0,3.5,61.9,24.1,48.2,17.98,0.0,0.0
2025-09-16,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,43,61.9,0.0,3.2,58.7,24.4,48.8,16.84,0.0,0.0
2025-09-17,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,41,58.7,0.0,4.6,54.1,26.4,52.8,14.34,0.0,0.0
2025-09-18,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,42,54.1,0.0,3.7,50.4,26.7,53.4,13.21,0.0,0.0
2025-09-19,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,40,50.4,0.0,3.0,47.4,25.9,51.8,12.81,0.0,0.0
2025-09-20,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,37,47.4,0.0,2.7,44.7,25.5,51.0,12.27,0.0,0.0
2025-09-21,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,36,44.7,0.0,3.3,41.4,24.0,48.0,12.07,0.0,0.0
2025-09-22,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,37,41.4,0.0,3.1,38.3,23.6,47.2,11.36,0.0,0.0
2025-09-23,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,39,38.3,0.0,3.0,35.3,23.4,46.8,10.56,0.0,0.0
2025-09-24,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,38,35.3,0.0,2.3,33.0,21.1,42.2,10.95,0.0,0.0
2025-09-25,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,39,33.0,0.0,2.6,30.4,20.0,40.0,10.64,0.0,0.0
2025-09-26,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,40,30.4,0.0,3.6,26.8,20.6,41.2,9.11,0.0,0.0
2025-09-27,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,42,138.5,111.7,3.3,135.2,21.2,42.4,44.64,0.0,0.0
2025-09-28,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,37,135.2,0.0,2.1,133.1,20.0,40.0,46.58,0.0,0.0
2025-09-29,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,40,133.1,0.0,4.0,129.1,20.9,41.8,43.24,0.0,0.0
2025-09-30,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,41,129.1,0.0,3.8,125.3,21.7,43.4,40.42,0.0,0.0
2025-10-01,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,41,125.3,0.0,2.7,122.6,22.1,44.2,38.83,0.0,0.0
2025-10-02,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,40,122.6,0.0,3.6,119.0,23.1,46.2,36.06,0.0,0.0
2025-10-03,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,41,119.0,0.0,3.4,115.6,22.9,45.8,35.34,0.0,0.0
2025-10-04,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,40,115.6,0.0,3.5,112.1,23.1,46.2,33.97,0.0,0.0
2025-10-05,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,44,112.1,0.0,4.4,107.7,25.4,50.8,29.68,0.0,0.0
2025-10-06,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,44,107.7,0.0,4.2,103.5,25.6,51.2,28.3,0.0,0.0
2025-10-07,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,43,103.5,0.0,4.5,99.0,26.3,52.6,26.35,0.0,0.0
2025-10-08,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,44,99.0,0.0,2.5,96.5,26.1,52.2,25.88,0.0,0.0
2025-10-09,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,46,96.5,0.0,2.9,93.6,25.4,50.8,25.8,0.0,0.0
2025-10-10,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,44,93.6,0.0,4.2,89.4,26.2,52.4,23.89,0.0,0.0
2025-10-11,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,44,89.4,0.0,4.1,85.3,26.8,53.6,22.28,0.0,0.0
2025-10-12,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,45,85.3,0.0,4.1,81.2,26.5,53.0,21.45,0.0,0.0
2025-10-13,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,44,81.2,0.0,3.5,77.7,25.8,51.6,21.08,0.0,0.0
2025-10-14,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,43,77.7,0.0,3.0,74.7,24.3,48.6,21.52,0.0,0.0
2025-10-15,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,42,74.7,0.0,2.5,72.2,24.3,48.6,20.8,0.0,0.0
2025-10-16,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,42,72.2,0.0,3.0,69.2,24.4,48.8,19.85,0.0,0.0
2025-10-17,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,43,69.2,0.0,3.6,65.6,23.8,47.6,19.29,0.0,0.0
2025-10-18,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,42,65.6,0.0,4.5,61.1,24.2,48.4,17.67,0.0,0.0
2025-10-19,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,42,61.1,0.0,4.5,56.6,24.6,49.2,16.11,0.0,0.0
2025-10-20,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,41,56.6,0.0,3.3,53.3,24.4,48.8,15.29,0.0,0.0
2025-10-21,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,41,53.3,0.0,3.0,50.3,24.4,48.8,14.43,0.0,0.0
2025-10-22,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,42,50.3,0.0,2.5,47.8,24.4,48.8,13.71,0.0,0.0
2025-10-23,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,41,47.8,0.0,4.0,43.8,25.4,50.8,12.07,0.0,0.0
2025-10-24,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,41,43.8,0.0,2.8,41.0,24.6,49.2,11.67,0.0,0.0
2025-10-25,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,41,41.0,0.0,2.5,38.5,22.6,45.2,11.92,0.0,0.0
2025-10-26,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,38,38.5,0.0,3.2,35.3,21.3,42.6,11.6,0.0,0.0
2025-10-27,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,37,35.3,0.0,3.6,31.7,21.6,43.2,10.27,0.0,0.0
2025-10-28,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,37,31.7,0.0,3.1,28.6,21.7,43.4,9.23,0.0,0.0
2025-10-29,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,37,137.6,109.0,2.7,134.9,21.9,43.8,43.12,0.0,0.0
2025-10-30,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,37,134.9,0.0,3.8,131.1,21.7,43.4,42.29,0.0,0.0
2025-10-31,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,38,131.1,0.0,2.7,128.4,21.6,43.2,41.61,0.0,0.0
2025-11-01,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,36,128.4,0.0,3.0,125.4,22.1,44.2,39.72,0.0,0.0
2025-11-02,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,37,125.4,0.0,3.2,122.2,22.1,44.2,38.71,0.0,0.0
2025-11-03,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,37,122.2,0.0,3.0,119.2,21.5,43.0,38.81,0.0,0.0
2025-11-04,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,38,119.2,0.0,3.6,115.6,22.0,44.0,36.78,0.0,0.0
2025-11-05,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,35,115.6,0.0,2.1,113.5,21.4,42.8,37.13,0.0,0.0
2025-11-06,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,33,113.5,0.0,2.2,111.3,19.8,39.6,39.35,0.0,0.0
2025-11-07,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,32,111.3,0.0,2.8,108.5,19.9,39.8,38.17,0.0,0.0
2025-11-08,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,31,108.5,0.0,2.5,106.0,19.4,38.8,38.25,0.0,0.0
2025-11-09,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,35,106.0,0.0,2.9,103.1,19.1,38.2,37.79,0.0,0.0
2025-11-10,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,38,103.1,0.0,3.4,99.7,19.5,39.0,35.79,0.0,0.0
2025-11-11,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,37,99.7,0.0,2.5,97.2,18.4,36.8,36.98,0.0,0.0
2025-11-12,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,37,97.2,0.0,2.2,95.0,18.5,37.0,35.95,0.0,0.0
2025-11-13,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,40,95.0,0.0,3.2,91.8,19.5,39.0,32.95,0.0,0.0
2025-11-14,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,39,91.8,0.0,2.8,89.0,19.5,39.0,31.95,0.0,0.0
2025-11-15,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,41,89.0,0.0,3.8,85.2,20.8,41.6,28.67,0.0,0.0
2025-11-16,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,43,85.2,0.0,3.4,81.8,21.3,42.6,26.88,0.0,0.0
2025-11-17,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,41,81.8,0.0,3.4,78.4,21.3,42.6,25.77,0.0,0.0
2025-11-18,ITM030,Paracetamol pediátrico,medicamentos_soporte,frasco,40,78.4,0.0,2.7,75.7,21.5,43.0,24.65,0.0,0.0
